,,,,,,,,,SARS-CoV-2_WT (984),,,,,,,,,,SARS-CoV-2_α (21528),,,,,,,,,,SARS-CoV-2_β (22131),,,,,,,,,,SARS-CoV-2_δ (25853_23),,,,,,,,,,,SARS-CoV-2_BA.1 (26335),,,,,,,,,,SARS-CoV-2_BA.2 (26729_12),,,,,,,,,,,SARS-CoV-2_BA.2 (26729_2),,,,,,,,,,rSARS-CoV-2_B.1+E484K,,,,,,,,,,SARS-CoV-2_BA.4,,,,,,,,,,,,SARS-CoV-2_BA.5,,,,,,,,,,SARS-CoV-2_Mu,,,,,,BQ.1.18,,,,,,,,,,,BF.7,,,,,,,,,,BN.1.3.1,,,,,,,,,,,XBB.2,,,,,,,,,,,EG.5.1 (V140),,,,,,,,,,BA.2.86 (V139),,,,,,,,,,JN.1 (V148),,,,,,,,,,JN.1 (V148)-2,,,,,,,,,
sample ID,Infektion Hamster,,Viruskontrolle (VK),Viruskontrolle 24.01.23,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle (VK) 230331,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0.5,0,7,12.5,35.5,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,2.5,7,12,13,x,#DIV/0!,#DIV/0!,0,1.5,9.5,15,25.5,28,28,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,4.5,16.5,20,23,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,36,43,50,51.5,38.5,35.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,66.5,54,58.5,60.5,54,62.5,x,#DIV/0!,#DIV/0!,#DIV/0!,1.5,6.5,22,36.5,33,46.5,x,39.5,70,70,70,70,70,70,70,70,x,,,98,111,111,111,111,111,111,111,111,x,0,0,1.5,17.5,25.5,29,33.5,37.5,43.5,x,,#DIV/0!,29,32,32,32,32,32,#DIV/0!,#DIV/0!,x,#DIV/0!,230,230,230,230,230,230,#DIV/0!,#DIV/0!,,x,#DIV/0!,11,15,24,21,23,22.5,#DIV/0!,#DIV/0!,x,,#DIV/0!,40.5,42,47,47,47,47,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,99.11111111,100,87.55555556,77.77777778,36.88888889,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,88.0952381,66.66666667,42.85714286,38.0952381,x,#DIV/0!,#DIV/0!,100,96.43,77.38,64.29,39.29,33.33,33.33,x,#DIV/0!,#DIV/0!,#DIV/0!,100,97.9,81.12,30.77,16.08,3.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,12.72727273,-4.242424242,-21.21212121,-24.84848485,6.666666667,13.93939394,x,,#DIV/0!,#DIV/0!,#DIV/0!,-2.57,16.71,9.77,6.68,16.71,3.6,x,#DIV/0!,#DIV/0!,#DIV/0!,97.16,87.68,58.29,30.81,37.44,11.85,x,43.57,0,0,0,0,0,0,0,0,x,,,12.37,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,x,100,100,96.73,61.82,44.36,36.73,26.91,18.18,5.09,x,,#DIV/0!,8.9,-0.52,-0.52,-0.52,-0.52,-0.52,#DIV/0!,#DIV/0!,x,#DIV/0!,0,0,0,0,0,0,#DIV/0!,#DIV/0!,,x,#DIV/0!,41.07142857,19.64285714,-28.57142857,-12.5,-23.21428571,-20.53571429,#DIV/0!,#DIV/0!,x,,#DIV/0!,13.83,10.64,0,0,0,0,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8.3,WT (984),PFU Ansatz 1,x,,,nd,nd,nd,0,0,6,3,15,34,x,nd,nd,nd,0,0,0,0,5,3,x,nd,nd,0,0,0,1,4,10,21,x,nd,nd,nd,0,0,0,3,11,16,x,,nd,nd,nd,3,11,27,38,>50,>50,x,nd,nd,nd,1,7,23,30,41,44,x,,nd,nd,nd,2,5,26,40,48,67,x,nd,nd,nd,0,0,0,3,24,42,x,nd,4,8,37,54,70,70,70,70,x,,,nd,0,8,38,58,75,95,111,111,x,nd,nd,0,2,1,7,22,27,39,x,,nd,32,32,32,32,32,32,nd,nd,x,nd,112,230,230,230,230,230,nd,nd,x,,nd,5,32,55,52.5,52.5,52.5,nd,nd,x,,nd,49,47,47,47,47,47,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,0,0,0,3,15,36,x,nd,nd,nd,0,0,0,0,2,5,x,nd,nd,0,0,0,0,4,9,22,x,nd,nd,nd,0,0,1,3,10,29,x,,nd,nd,nd,1,10,28,35,>50,>50,x,nd,nd,nd,0,2,21,33,40,33,x,,nd,nd,nd,1,10,26,35,48,45,x,nd,nd,nd,0,0,1,2,18,47,x,nd,3,8,30,52,70,70,70,70,x,,,nd,1,3,48,52,82,80,111,111,x,nd,nd,0,2,1,7,16,42,52,x,,nd,32,32,32,32,32,32,nd,nd,x,nd,130,230,230,230,230,230,nd,nd,x,,nd,5,22,50,52.5,52.5,52.5,nd,nd,x,,nd,43,47,47,47,47,47,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,3,3,15,35,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,3.5,4,x,#DIV/0!,#DIV/0!,0,0,0,0.5,4,9.5,21.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.5,3,10.5,22.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,2,10.5,27.5,36.5,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,0.5,4.5,22,31.5,40.5,38.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,1.5,7.5,26,37.5,48,56,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.5,2.5,21,44.5,x,#DIV/0!,3.5,8,33.5,53,70,70,70,70,x,,,#DIV/0!,0.5,5.5,43,55,78.5,87.5,111,111,x,#DIV/0!,#DIV/0!,0,2,1,7,19,34.5,45.5,x,,#DIV/0!,32,32,32,32,32,32,#DIV/0!,#DIV/0!,x,#DIV/0!,121,230,230,230,230,230,#DIV/0!,#DIV/0!,x,,#DIV/0!,5,27,52.5,52.5,52.5,52.5,#DIV/0!,#DIV/0!,x,,#DIV/0!,46,47,47,47,47,47,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
 ,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,94.66666667,94.66666667,73.33333333,37.77777778,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,83.33333333,80.95238095,x,#DIV/0!,#DIV/0!,100,100,100,98.81,90.48,77.38,48.81,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,97.9,87.41,55.94,5.59,x,,#DIV/0!,#DIV/0!,#DIV/0!,96.46017699,81.4159292,51.32743363,35.39823009,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,98.78787879,89.09090909,46.66666667,23.63636364,1.818181818,6.666666667,x,,#DIV/0!,#DIV/0!,#DIV/0!,97.69,88.43,59.9,42.16,25.96,13.62,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,99.05,95.26,60.19,15.64,x,#DIV/0!,95,88.57,52.14,24.29,0,0,0,0,x,,,#DIV/0!,99.55,95.08,61.55,50.82,29.81,21.76,0.75,0.75,x,#DIV/0!,#DIV/0!,100,95.64,97.82,84.73,58.55,24.73,0.73,x,,#DIV/0!,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,#DIV/0!,#DIV/0!,x,#DIV/0!,47.39,0,0,0,0,0,#DIV/0!,#DIV/0!,x,,#DIV/0!,90.48,48.57,0,0,0,0,#DIV/0!,#DIV/0!,x,,#DIV/0!,2.13,0,0,0,0,0,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
9.1,BA.5 #1,PFU Ansatz 1,,x,,nd,51.25,51.25,51.25,51.25,51.25,51.25,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,86,86,86,86,86,86,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,11,25,68,78,78,78,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,,nd,nd,nd,0,1,6,33,141,250,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,0,0,1,3,12,25,x,nd,nd,nd,0,1,2,6,49,112,x,,nd,nd,0,6,26,49,52.5,52.5,nd,x,,nd,nd,1,0,1,7,35,45,nd,x,nd,nd,0,1,2,7,8,15,nd,x,nd,0,2,6,10,30,29,nd,nd,x,nd,0,0,2,3,3,8,nd,nd,x,nd,0,2,5,10,19,28,nd,nd
,,PFU Ansatz 2,,x,,nd,51.25,51.25,51.25,51.25,51.25,51.25,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,86,86,86,86,86,86,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,12,37,66,78,78,78,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,,nd,nd,nd,0,2,4,39,132,250,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,0,0,0,2,9,14,x,nd,nd,nd,0,0,2,2,62,102,x,,nd,nd,0,2,28,54,52.5,52.5,nd,x,,nd,nd,0,0,1,12,33,42,nd,x,nd,nd,0,1,2,9,15,25,nd,x,nd,0,1,6,12,22,31,nd,nd,x,nd,0,0,0,2,5,4,nd,nd,x,nd,0,0,3,11,23,32,nd,nd
,,AVG,,x,,#DIV/0!,51.25,51.25,51.25,51.25,51.25,51.25,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,x,#DIV/0!,#DIV/0!,#DIV/0!,86,86,86,86,86,86,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,x,#DIV/0!,#DIV/0!,#DIV/0!,11.5,31,67,78,78,78,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,1.5,5,36,136.5,250,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.5,2.5,10.5,19.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,2,4,55.5,107,x,,#DIV/0!,#DIV/0!,0,4,27,51.5,52.5,52.5,#DIV/0!,x,,#DIV/0!,#DIV/0!,0.5,0,1,9.5,34,43.5,#DIV/0!,x,#DIV/0!,#DIV/0!,0,1,2,8,11.5,20,#DIV/0!,x,#DIV/0!,0,1.5,6,11,26,30,#DIV/0!,#DIV/0!,x,#DIV/0!,0,0,1,2.5,4,6,#DIV/0!,#DIV/0!,x,#DIV/0!,0,1,4,10.5,21,30,#DIV/0!,#DIV/0!
 ,,Plaque reduction (%), ,x,,#DIV/0!,0,0,0,0,0,0,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!, ,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!, ,x,#DIV/0!,#DIV/0!,#DIV/0!,85.58,61.13,15.99,2.19,2.19,2.19,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!, ,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,99.4,98,85.6,45.4,0,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,98.43,92.15,67.02,38.74,x,#DIV/0!,#DIV/0!,#DIV/0!,100,99.78,99.13,98.26,75.87,53.48,x,,#DIV/0!,#DIV/0!,100,92.38,48.57,1.9,0,0,#DIV/0!,x,,#DIV/0!,#DIV/0!,98.94,100,97.87,79.79,27.66,7.45,#DIV/0!,x,#DIV/0!,#DIV/0!,100,96,92.1,68.2,54.3,20.5,#DIV/0!,x,#DIV/0!,100,96.9,87.8,77.6,46.9,38.8,#DIV/0!,#DIV/0!,x,#DIV/0!,100,100,91.3,78.3,65.2,47.8,#DIV/0!,#DIV/0!,x,#DIV/0!,100,97.22222222,88.88888889,70.83333333,41.66666667,16.66666667,#DIV/0!,#DIV/0!
9.2,BA.5 #2,PFU Ansatz 1,,x,,nd,51.25,51.25,51.25,51.25,51.25,51.25,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,86,86,86,86,86,86,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,6,29,58,78,78,78,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,,nd,nd,nd,0,0,23,98,180,244,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,1,1,0,11,23,32,x,nd,nd,nd,0,1,6,53,143,200,x,,nd,nd,14,25,52.5,52.5,52.5,52.5,nd,x,,nd,nd,0,0,4,22,39,47,nd,x,nd,nd,0,2,10,18,18,24,nd,x,nd,13,28,48,36,39,33,nd,nd,x,nd,0,1,4,3,6,6,nd,nd,x,nd,2,7,22,33,40,33,nd,nd
,,PFU Ansatz 2,,x,,nd,51.25,51.25,51.25,51.25,51.25,51.25,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,86,86,86,86,86,86,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,9,32,57,78,78,78,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,,nd,nd,nd,0,1,28,80,159,234,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,0,0,4,16,26,32,x,nd,nd,nd,1,3,7,52,145,200,x,,nd,nd,12,35,52.5,52.5,52.5,52.5,nd,x,,nd,nd,0,0,4,25,45,47,nd,x,nd,nd,0,5,6,15,25,33,nd,x,nd,13,44,39,42,42,56,nd,nd,x,nd,0,2,2,5,6,4,nd,nd,x,nd,4,6,11,34,34,39,nd,nd
,,AVG,,x,,#DIV/0!,51.25,51.25,51.25,51.25,51.25,51.25,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,x,#DIV/0!,#DIV/0!,#DIV/0!,86,86,86,86,86,86,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,x,#DIV/0!,#DIV/0!,#DIV/0!,7.5,30.5,57.5,78,78,78,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,25.5,89,169.5,239,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,0.5,0.5,2,13.5,24.5,32,x,#DIV/0!,#DIV/0!,#DIV/0!,0.5,2,6.5,52.5,144,200,x,,#DIV/0!,#DIV/0!,13,30,52.5,52.5,52.5,52.5,#DIV/0!,x,,#DIV/0!,#DIV/0!,0,0,4,23.5,42,47,#DIV/0!,x,#DIV/0!,#DIV/0!,0,3.5,8,16.5,21.5,28.5,#DIV/0!,x,#DIV/0!,13,36,43.5,39,40.5,44.5,#DIV/0!,#DIV/0!,x,#DIV/0!,0,1.5,3,4,6,5,#DIV/0!,#DIV/0!,x,#DIV/0!,3,6.5,16.5,33.5,37,36,#DIV/0!,#DIV/0!
 ,,Plaque reduction (%), ,x,,#DIV/0!,0,0,0,0,0,0,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!, ,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!, ,x,#DIV/0!,#DIV/0!,#DIV/0!,90.6,61.76,27.9,2.19,2.19,2.19,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!, ,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,99.8,89.8,64.4,32.2,4.4,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,98.43,98.43,93.72,57.59,23.04,-0.52,x,#DIV/0!,#DIV/0!,#DIV/0!,99.78,99.13,97.17,77.17,37.39,13.04,x,,#DIV/0!,#DIV/0!,75.24,42.86,0,0,0,0,#DIV/0!,x,,#DIV/0!,#DIV/0!,100,100,91.49,50,10.64,0,#DIV/0!,x,#DIV/0!,#DIV/0!,100,86.1,68.2,34.4,14.6,-13.2,#DIV/0!,x,#DIV/0!,73.5,26.5,11.2,20.4,17.3,9.18,#DIV/0!,#DIV/0!,x,#DIV/0!,100,87,73.9,65.2,47.8,56.52,#DIV/0!,#DIV/0!,x,#DIV/0!,91.66666667,81.94444444,54.16666667,6.944444444,-2.777777778,0,#DIV/0!,#DIV/0!
9.3,BA.5 #3,PFU Ansatz 1,,x,,nd,51.25,51.25,51.25,51.25,51.25,51.25,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,86,86,86,86,86,86,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,6,27,62,78,78,78,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,,nd,nd,nd,0,0,2,4,41,138,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,0,0,0,0,1,13,x,nd,nd,nd,0,0,0,1,11,57,x,,nd,nd,1,12,25,52,52.5,52.5,nd,x,,nd,nd,0,0,1,0,11,28,nd,x,nd,nd,1,1,8,15,28,28,nd,x,nd,14,17,46,36,34,18,nd,nd,x,nd,0,1,3,8,5,3,nd,nd,x,nd,24,41,46,41,40,40,nd,nd
,,PFU Ansatz 2,,x,,nd,51.25,51.25,51.25,51.25,51.25,51.25,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,86,86,86,86,86,86,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,nd,nd,nd,5,25,59,78,78,78,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,,x,,nd,nd,nd,0,0,1,2,46,144,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,0,0,0,0,1,7,x,nd,nd,nd,0,0,0,1,9,68,x,,nd,nd,5,12,27,53,52.5,52.5,nd,x,,nd,nd,0,0,0,2,7,29,nd,x,nd,nd,0,1,8,12,26,30,nd,x,nd,10,27,44,30,18,28,nd,nd,x,nd,0,1,0,10,8,6,nd,nd,x,nd,22,28,41,40,38,43,nd,nd
